,product_name,generic_name,brands,categories
26446,Limonade au sucre de canne,Soda,"Bio village,marque repère","Limonades,Sodas,Boissons,Boissons gazeuses"
26447,Croustillant petit sarrasin,,"Karéléa,Léa Nature",
26448,Miel Et Gelée Royale,,Les Ruches Du Soleil,
26449,Liqueurs de Sélection,Chocolat noir fourré liqueur sans cristallisation de sucre,Abtey,"Bonbons de chocolat,Chocolats noirs,Chocolats à la liqueur"
26450,Mélange exotique,,Migros,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried mixed fruits"
26451,Farine de riz complète ,,Moulin des Moines,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de riz"
26452,Penne Bio,Pâtes alimentaires au blé dur de qualité supérieure issu de l'agriculture biologique,Dia,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes sèches,Penne"
26453,Curry,Curry,Dia,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Epicerie,Condiments,Epices,Curry"
26454,Chips Pickles 200G,,Croky,Flavoured potato crisps
26455,Tagliatelles œufs frais,Pâtes alimentaires biologiques,Lazzaretti,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes fraîches,Pâtes aux oeufs,Pâtes fraîches aux oeufs"
26456,Mini nanterre cacao noisette,,E Leclere,
26457,Filet mignon de porc surgelé Picard,Filet mignon de porc surgelé,Picard,"Filet mignon de porc,surgelé"
26458,P'tit yaourt,,Fruite,
26459,Pastel de nata pré cuits C'Bon A la crème,,C'bon,
26460,pâte à sucre,,Scrapcooking,pâtes à sucre
26461,Jus De Pomme Artisanal Bio,,Ab,"en:plant-based-foods-and-beverages, en:plant-based-beverages, en:fruit-based-beverages, en:juices-and-nectars, en:fruit-juices-and-nectars, en:fruit-juices, en:apple-juices, en:beverages"
26462,Pomme Nature,,Andros,Compotes pommes nature
26463,Heirloom Coffee - Coop Biftu Gudina,Café,Four Barrel,Café
26464,"Crème Caramel, Karamell",,Milbona,
26465,Amandes effilées,,Destination Saveurs,Amandes effilées
26466,Lait Demi-Écrémé ,Lait demi-écrémé stérilisé UHT,"Lactel,Lactalis Consommation Hors Foyer (L.C.H.F.)","Produits laitiers,Laits,Laits demi-écrémés,Laits UHT,Aide alimentaire"
26467,Bleu d'Auvergne,"Fromage, bleu d'Auvergne","U,Fromagerie Occitane","Produits laitiers,Fromages,Fromages à pâte persillée,Fromages à pâte persillée français,Bleus d'Auvergne"
26468,Pancakes Nature,,Franprix,Pancakes
26469,Le petit Normand Chocolat au lait,Biscuit pur beurre au lait de Normandie sur lit de chocolat au lait,Biscuiterie de l'Abbaye,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait"
26470,Matsot à L'eau,,La Bienfaisante,
26471,Miel de lavande de Provence crémeux,,Itinéraire des Saveurs,"Miels de lavande,Miels crémeux"
26472,Hachis parmentier,,Belle France,"en:meals, en:meals-with-meat, en:beef-dishes, en:shepherd-s-pie"
26473,Shortbread au chocolat,,Costco,
26474,Saint-Amour 2000,Saint-Amour,Vignes et terroirs du Beaujolais,"Boissons,Boissons alcoolisées,Vins,Vins rouges,Bourgogne,Saint-Amour"
26475,Flûtes Oliver et Romarin,Biscuits feuilletés aux olives et romarin,Pural,"Biscuits apéritifs,Biscuits feuilletés"
26476,Allumettes nature,"Lardons, qualité supérieure",Leader Price,"Frais,Viandes,Charcuteries,Porc,Charcuteries diverses,Charcuteries à cuire,Lardons,Allumettes de lardons,Lardons natures,Poitrines de porc"
26477,Carottes rondelles,,Auchan,Carottes en rondelles surgelées
26478,4 portions de Cabillaud panure croustillante Picard,Portions de cabillaud panées préfrites surgelées,Picard,"Poissons,surgelés"
26479,Produits Blancs,,Carrefour Discount,Olives noires entières
26480,Chips saveur Sel & Vinaigre,Chips de pommes de terre saveur Sel & Vinaigre,Bret's,"Snacks salés,Apéritif,Chips et frites,Chips,Chips de pommes de terre,Chips de pommes de terre à l'huile de tournesol"
26481,Spaghetti Les 3 minutes ,,Panzani,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes sèches,Pâtes de blé,Pâte de blé dur,Spaghettis de blé dur"
26482,BelVita Petit Déjeuner Le Tartiné à la Fraise,"Biscuits aux céréales avec un nappage (25%) à la fraise, enrichies en fer, magnésium et vitamines",LU,"Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits à la fraise"
26483,2 galettes de  cereales,,La Vie Claire,
26484,Sauce pomme frite,,Bénédicta,Sauces
26485,Tourtons du Champsaur Ratatouille,,Pellegrin Frères,"Plats préparés frais,Plats préparés d'origine végétale,Tourtons"
26486,Cookies tout chocolat,Biscuits aux pépites de chocolat et au chocolat,Okay,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Cookies,Cookies au chocolat"
26487,Annies Fruit Snack Strawberry Fruit Leather,,Annies,
26488,Poulet Sauce Champignon Polenta,,Leader Price,
26489,Cantal Jeune,Fromage à pâte pressée non cuite. Cantal Jeune AOP,Entremont,"Produits laitiers, Fromages, Fromages de vache, Cantals,Fromages à pâte pressée non cuite"
26490,Chocolat Noir Cru Au Chia,,Lifefood,
26491,Tartinades de thon tomates sechees et thym,,Petit Navire,
26492,Rösti Croque,,C’Pierre Clot,Rösti
26493,"Apéricube Le goût de la Fête Edition Limitée (Saveurs : Truffe, Chèvre Miel, Saumon, Bleu Noix)","Fromage industriel de France, à pâte fondue, au lait de vache","Apéricube,Bel","Frais,Produits laitiers,Fromages,Fromages de vache,Fromages de France,Fromages industriels,Fromages à pâte fondue"
26494,Filets de maquereaux à la Moutarde,,La belle iloise,Filets de maquereaux à la moutarde
26495,Cappucino Saveur Vanille,,U,
26496,Nectar D Abricote Bergero,,Paysan breton,en:beverages
26497,Holypop Botanic Soda,Boisson gazeuse biologique,holypop,"Boissons,Boissons gazeuses,Sodas,Boissons sucrées"
26498,Pois chiches spécial couscous - 500 g - Sabarot,Légumes secs,Sabarot,"Légumes,Légumes secs,Pois chiches"
26499,Gaufres fines à la chicorée,Gaufres sèches à la chicorée,Auchan Mmm!,Gaufres
26500,Sauce Tomate Et Olives De Taggiache,,Aldi,
26501,Jus d'Orange ,,U,Jus d'orange à base de concentré
26502,Pain spécial de campagne,,Nature Bio,"Pain,Pain de campagne"
26503,Pain Aux Diverses Graines,,Poensgen,
26504,Lentilles Vertes,Lentilles vertes précuites,Tipiak,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumineuses et dérivés,Légumineuses,Graines,Légumes et dérivés,Graines de légumineuses,Légumes secs,Lentilles,Lentilles vertes"
26505,Macaroni Coupe 1KG Co,,Casino,
26506,Petites sardines de Riga au thym et au citron,"sprats huile de colza, thym et arôme naturel de citron",PARALLELES,"Conserves,Sardines en conserve,Sardines à l'huile et au citron"
26507,Vin Bordeaux 2013,,,"en:beverages,en:alcoholic-beverages,en:wines,en:french-wines,fr:bordeaux,fr:boissons,fr:boissons-alcoolisees,fr:vins"
26508,Kiwis Hayward,,Mourgues Fruits,kiwis
26509,Tartelettes au citron ,,Bonneterre,Tartelettes au citron
26510,Gâteau De Pâques Saveur Vanille,,Le Patissier,
26511,Sauce Burger,Sauce burger,Bouton d'Or,"Epicerie,Sauces,Sauces burger"
26512,Chocolat Bio Noir 74% Noisettes & Café,,Tohi,Chocolats
26513,Tartines bio seigle et graines de sésame Bio,,Carrefour,
26514,Filets de Sardines à l'huile d'olive vierge extra,Filets de sardines à l'huile d'olive vierge extra ,Carrefour,"en:canned-foods, en:seafood, en:fishes, en:canned-fishes, en:sardines, en:canned-sardines, en:fish-fillets, en:sardines-in-oil, en:sardines-in-olive-oil, en:sardine-fillets, fr:filets-de-sardines-a-l-huile-d-olive"
26515,"Pâte à tartiner noisette, cacao & baobab",,Francis bonheur,Pâtes à tartiner aux noisettes et au cacao
26516,Galettes de légumes,Galettes de légumes préfrites surgelées,Bonduelle,"Plats cuisinés surgelés,Légumes surgelés"
26517,Thé noir bio Earl Grey,,TOUCH ORGANIC,
26518,Mymuesli Jubiläumsmuesli,,Mymuesli,
26519,Petits Pots De Crème Saveur Vanille 4X100g,,Leader Price,
26520,Fromage à La Crème Philadelphia (régulier - Brique),,Kraft,
26521,Brocolis en fleurettes,Brocolis en fleurettes,U,Brocolis en fleurettes surgelés
26522,Produits De La Mer,,Fish 4 Ever,
26523,Flapjack,,Stable Diet,
26524,Rich tea finger biscuits,,Mark And Spencer,
26525,Filets de Hareng Fumés à l'Huile de Colza Les DORIS,Filets de Hareng Fumés à l'Huile de Colza,Les DORIS,Filets de hareng à l'huile de colza
26526,Sauce Curry,Sauce condimentaire,U,"Epicerie,Sauces,Sauces au curry,Sauces froides"
26527,Nürnberger Rostbratwürste,,Norma,
26528,Pomegranate Green Tea,,Arizona,"Boissons,Thés glacés,Boissons sucrées"
26529,Dessert au taro,Chè Khoai Môn ,Ngoc yen,Dessert
26530,Amandes décortiquées,,Secrets d'énergie,
26531,12 Crêpes Bretonnes au froment faites à la main,Crêpes sucrées au froment,"Bosser,Crêperie Bosser","Crêpes et galettes,Crêpes,Crêpes de froment,Snacks sucrés,Galettes de blé noir"
26532,"Boisson Au Thé Mangue / Passion U, Bouteille De",,U,en:beverages
26533,Otello,"Praline de chocolat noir fourré avec noisette entière, enrobé de chocolat au lait extra fin et noisettes","Novi,Elah Dufour",Chocolat
26534,Pistaches Coques Grillees Salees Espagne,,Les accents du soleil,
26535,Crousti Cacao Noisette - 125 GR - Valpiform,,Valpiform,
26536,Dinkel Mini Brezeln,,Dm Bio,
26537,PROTEINE DE CHANVRE POUDRE SANS GLUTEN,,ISWARI,
26538,Sencha Ariake,,Palais Des Thes,
26539,YAB saveur Framboise,,"Pâturages,Intermarché","Boissons,yaourts à boire goût framboise"
26540,Comté,,Carrefour,
26541,Pates crozets au Sarrasin,,Nos regions ont du talent,
26542,Spiderman,Sucrerie,DeKora,Bonbons
26543,Beurre,,Casino,en:fats
26544,Uncle Ben's Riz Jasmin naturellement parfumé 500 g,,Uncle Ben's,
26545,Les Savoureuses du Jura au Comté,Saucisses fumées précuites au comté,Clavière,"Viandes,Charcuteries,Saucisses,Saucisses fumées,Saucisses au fromage,Saucisses françaises"
26546,Ricotta Casa Azzurra,,Casa Azzura,
26547,Gestatyon - Grossesse Et Allaitement Oligo-élément 500 ML - Catalyons,,Catalyons,en:beverages
26548,Semi-Epaisse Crème entière de Normandie,,Elle & Vire,Crèmes fraîches
26549,Cassonade pure canne,,Erstein,"en:sweeteners, en:sugars, en:brown-sugars, fr:cassonades"
26550,Magret de Canard Tranché du Sud-Ouest Mariné aux Trois Poivres,,Labeyrie,Magrets de canard
26551,Saveurs Express Ravioles Sauce Forestière Aux Morilles Box T,,U saveurs,
26552,Pépites de chocolat,,Jean-Louis Bassinet,"Pépites de chocolat,Chocolats"
26553,Crème Fraîche Légère Épaisse (15 % MG) ,Crème fraîche épaisse à 15 % MG,"Monoprix,Monoprix Exploitation,Groupe Casino","Frais,Produits laitiers,Crèmes,Crèmes fraîches,Crèmes fraîches épaisses,Crèmes fraîches légères"
26554,Pâté de campagne,,Cora & Match,Pâtés de campagne
26555,Paniers feuilletés noix de Saint-Jacques* ,Pâte feuilletée crue au beurre garnie d'une préparation à base de noix de Saint-Jacques,"Leader Price,DLP (Distribution Leader Price),Groupe Casino","Surgelés,Plats préparés,Plats cuisinés surgelés,Entrées,Entrées chaudes,Paniers feuilletés,Paniers feuilletés aux noix de Saint-Jacques,Plats préparés aux noix de saint-Jacques,Plats préparés à réchauffer au four traditionnel"
26556,Compotes Pomme Fraise,Dessert de pommes et de fraises,Vergers Gourmand,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Desserts,Fruits et produits dérivés,Compotes,Compotes pommes fraise"
26557,Purée aux 2 courgettes et pomme de terre surgelée,"Plat préparé surgelé (Purée aux 2 courgettes et pomme de terre cuisinée à la crème fraîche, surgelée)",Picard,"Surgelés,Plats préparés,Purées,Plats préparés surgelés,Purées de pommes de terre,Purées aux deux courgettes et pommes de terre"
26558,"Mini Yop, Parfum Fraise",Yaourt à boire sucré aromatisé,Yoplait,"Produits laitiers,Yaourts,Yaourts à boire,Yaourts à boire aromatisés,Yaourts à boire fraise,Yaourts à boire sucrés"
26559,Grignottes de poulet - TeX Mex,,Carrefour,Manchons de poulet
26560,Pizza salmone tonno e scampi,,"Ristorante,Dr. Oetker","Plats préparés,Pizzas tartes salées et quiches,Pizzas,it:Pizza salmone tonno e scampi,Pizzas surgelées"
26561,Farçous,,Maison Carrier,"Frais,Plats préparés,Plats préparés frais,Plats à base de viande porcine"
26562,Auchan Pates Spaghet,,Auchan,
26563,Pétillant chocolat,,Réauté chocolat,
26564,6 Barres de Céréales Pomme Verte,,Monoprix,"Snacks sucrés,Barres,Barres de céréales"
26565,"Assortiment snacks (cacahuète, fromage, tomate, oignon)",Assortiment de produits soufflés à base de maïs,"Auchan,Auchan Production,Groupe Auchan,L'oiseau","Snacks salés,Apéritif,Biscuits apéritifs,Biscuits apéritifs soufflés"
26566,Tiramisu Vohveli 140G,,Tago,
26567,500G Fusilli Blancs,,Alce nero,
26568,Rude Health Organic Almond Drink 1000 ML x 1,,Rude health,
26569,Le Bâton de Berger Maxi,Saucisson sec supérieur pur porc,"Justin Bridou,Le Bâton de Berger","Viandes,Charcuteries,Saucissons,Saucissons secs,Saucissons secs pur porc"
26570,Massalé,,Chaleur créole,Mélanges d'épices
26571,Soupe rustique aux légumes à l'italienne,Soupe de légumes,Amy's kitchen,"Soupe,Conserve de légumes"
26572,Beurre de cacahuètes ,,Prozis,Beurres de cacahuètes
26573,Gyros,,Eridanous,
26574,Canistrelli nature MANICCIA,,Maniccia,
26575,Mozzarella Sans Lactose,,Zuger frischkase,
26576,Le Supérieur  -25% de Sel sans couenne,Jambon cuit de qualité supérieure à teneur en sel réduite de 25%,Fleury Michon,"Viandes,Charcuteries,Jambons,Méta-catégorie,Produits à teneur réduite en sel,Charcuteries à teneur réduite en sel,Jambons blancs,Jambons blancs à teneur réduite en sel"
26577,Le Paris Supérieur,Jambon cuit de Paris découenné dégraissé,Cora,"Viandes,Charcuteries,Jambons,Jambons blancs,Jambons de Paris"
26578,Noix de cajou grillées et salées,,Delhaize,
26579,Dessert De Fruits Mangue Acerola,,La Vie Claire,
26580,Sorbet fraise,,Grom,
26581,Omega 3,,Vandermoortele,en:fats
26582,"Cocowhey, Ananas",,Foodspring,en:beverages
26583,halva,,sunita,
26584,Les Extra Tendres de Dinde,2 Escalopes de dinde extra tendres,Douce France,"en:meats, en:poultries, en:fresh-meats, en:turkeys, en:turkey-cutlets"
26585,Petits Pois et Carottes à l'étuvée (Extra Fins),Petits pois et carottes à l'étuvée extra fins,"Fleurs des Champs,Aldi","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumineuses et dérivés,Conserves,Légumes et dérivés,Aliments à base de plantes en conserve,Légumes en conserve,Légumineuses en conserve,Petits pois et carottes en conserve"
26586,Jus d'orange,,Helior,en:beverages
26587,Salade au Thon Italienne,"Salade au thon, aux légumes et aux pâtes",Netto,"Conserves,Plats préparés,Plats préparés en conserve,Salades composées,Salades de thon,Salades italiennes"
26588,"Betty Bossi, Kartoffelsalat Bio, Coop Naturaplan",,Betty Bossi,
26589,Biscottes aux six céréales,Biscottes,Leader Price,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Biscottes"
26590,Petits pois doux à la française,Légumes surgelés,Picard,"Surgelés,Petits pois surgelés,Légumes surgelés"
26591,Grechnevaia Buckwheat,,ЖИТТНИЦА,
26592,Bonbons Suisses aux Plantes Citron - Mélisse,Bonbons Suisses aux plantes sans sucres avec édulcorants,Ricola,"Snacks sucrés,Confiseries,Bonbons"
26593,Câpres,,Bio Verde,Câpres
26594,Sauce soja supérieur ,,San Yan brand,"Epicerie,Condiments,Sauces,Sauces au soja"
26595,Fond de Volaille,Fond de Volaille,Maggi,
26596,Sel de Guérande,,Reflets de France,"Epicerie,Condiments,Sels,Sels marins,Sels de Guérande"
26597,Lasagne blanche,,La Bio Idea,Lasagnes à garnir
26598,Sirop de sucre de canne,,Madras,"Sirops de sucre de canne,Sirops"
26599,Cancoillotte,,Du Valon,
26600,Zelki Mini Burger 10G DISP80 Eco Consulting,,Trolli,
26601,Arachides coques grillées,,Petit prix,
26602,Früchte - Müsli,Muesli aux fruits,Master Crumble,Muesli
26603,Spécialité au Soja Chocolat,"Spécialité dessert au soja, sucrée, au chocolat et aromes, source de vitamines E et calcium","Casino,Groupe Casino","Frais,Desserts,Desserts végétaliens,Desserts au soja,Desserts au chocolat,Desserts de soja au cacao"
26604,72% Cacao Noir,Chocolat noir,"Carrefour Sélection,Carrefour","Snacks sucrés,Desserts,Chocolats,Chocolats noirs,Chocolats noirs extra fin"
26605,Gaufres fourrage caramélisé,Gaufres au fourrage caramélisé,Leader Price,"Gaufres,Gaufres fourrées,Gaufres fourrées au caramel"
26606,Camembert (22% MG),,"Les Croisés,Marque Repère",Camemberts
26607,"Nu3 Xylitol, Pulver, 3 X",,Nu3,
26608,6 Gésiers confits de canard des Landes,,le Panache des Landes,"Gésiers confits de canard,Gésiers de canard,Gésiers"
26609,thon albacore au naturel,Thon en conserve,"Sélection des Mousquetaires,Odyssée","Produits de la mer,Poissons,Thons,Thons en conserve"
26610,Micerette de porc,,,
26611,Buiscuits cuillers,36 buiscuits cuillers aux œufs frais,Cora,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Boudoirs"
26612,Rapé pour Pâtes,Mélange de trois fromages au lait pasteurisé. Emmental - mozzarella - Maasdam,Auchan,"Produits laitiers,Fromages,Fromages râpés"
26613,double concentré de tomate 28% mini,Concentré de tomate,Louis Martin,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumes et dérivés,Tomates et dérivés,Concentrés de tomates"
